Gridlet ID,SubmissionTime,QueueTime,RunTime,State
373,1.39722742525E9,0.0,61.0,Success
382,1.39722753225E9,0.0,2.0,Success
374,1.39722744325E9,0.0,109.0,Success
381,1.39722748525E9,0.0,70.0,Success
384,1.39722755425E9,0.0,54.0,Success
388,1.3972276165E9,0.0,2.0,Success
385,1.39722760725E9,0.0,67.0,Success
383,1.39722755225E9,0.0,131.0,Success
389,1.39722767325E9,0.0,47.0,Success
394,1.39722777675E9,0.0,2.0,Success
391,1.39722771925E9,0.0,72.0,Success
395,1.39722779025E9,0.0,6.0,Success
390,1.39722768225E9,0.0,116.0,Success
396,1.39722779625E9,0.0,37.0,Success
398,1.39722783225E9,0.0,52.0,Success
397,1.3972277975E9,0.0,118.0,Success
399,1.39722788325E9,0.0,43.0,Success
401,1.39722792625E9,0.0,34.0,Success
402,1.39722795925E9,0.0,50.0,Success
400,1.39722791425E9,0.0,141.0,Success
403,1.39722800825E9,0.0,77.0,Success
405,1.39722808425E9,0.0,31.0,Success
406,1.39722811425E9,0.0,7.0,Success
407,1.39722812225E9,0.0,43.0,Success
404,1.39722805425E9,0.0,126.0,Success
408,1.39722816425E9,0.0,63.0,Success
410,1.39722822625E9,0.0,55.0,Success
409,1.39722817925E9,0.0,138.0,Success
412,1.39722831625E9,0.0,9.0,Success
411,1.39722828025E9,0.0,65.0,Success
413,1.39722832425E9,0.0,90.0,Success
414,1.39722834425E9,0.0,85.0,Success
416,1.39722842825E9,0.0,85.0,Success
415,1.39722841325E9,0.0,103.0,Success
417,1.39722843825E9,0.0,92.0,Success
418,1.39722851225E9,0.0,71.0,Success
420,1.39722858225E9,0.0,9.0,Success
421,1.39722859025E9,0.0,6.0,Success
419,1.39722851525E9,0.0,98.0,Success
422,1.39722861225E9,0.0,106.0,Success
423,1.39722871725E9,0.0,110.0,Success
424,1.39722882625E9,0.0,85.0,Success
425,1.39722891025E9,0.0,95.0,Success
426,1.39722900425E9,0.0,120.0,Success
427,1.39722912325E9,0.0,117.0,Success
428,1.39722923925E9,0.0,115.0,Success
429,1.39722935325E9,0.0,124.0,Success
430,1.39722947625E9,0.0,9.0,Success
431,1.39722948625E9,0.0,146.0,Success
432,1.39722963125E9,0.0,128.0,Success
433,1.39722975825E9,0.0,122.0,Success
434,1.39722988025E9,0.0,163.0,Success
435,1.39723004225E9,0.0,114.0,Success
436,1.39723015525E9,0.0,165.0,Success
450,1.39723036525E9,0.0,13.0,Success
449,1.39723032025E9,0.0,123.0,Success
451,1.39723044225E9,0.0,11.0,Success
453,1.39723051925E9,0.0,9.0,Success
452,1.39723045225E9,0.0,95.0,Success
454,1.39723052825E9,0.0,127.0,Success
455,1.39723054725E9,0.0,115.0,Success
457,1.39723066125E9,0.0,117.0,Success
456,1.39723065425E9,0.0,144.0,Success
458,1.39723077725E9,0.0,126.0,Success
459,1.39723079725E9,0.0,121.0,Success
460,1.39723090225E9,0.0,120.0,Success
461,1.39723091725E9,0.0,154.0,Success
462,1.39723102125E9,0.0,136.0,Success
463,1.39723115625E9,0.0,111.0,Success
464,1.39723126625E9,0.0,105.0,Success
465,1.39723137025E9,0.0,338.0,Success
467,1.39723170725E9,0.0,7.0,Success
466,1.39723158625E9,0.0,152.0,Success
468,1.39723171425E9,0.0,115.0,Success
470,1.39723182825E9,0.0,104.0,Success
471,1.39723193125E9,0.0,97.0,Success
472,1.39723202825E9,0.0,41.0,Success
473,1.39723206925E9,0.0,110.0,Success
474,1.39723217825E9,0.0,8.0,Success
475,1.39723218725E9,0.0,7.0,Success
469,1.39723173725E9,0.0,491.0,Success
476,1.39723219425E9,0.0,118.0,Success
477,1.39723222725E9,0.0,134.0,Success
479,1.39723236025E9,0.0,8.0,Success
480,1.39723236825E9,0.0,7.0,Success
478,1.39723231225E9,0.0,122.0,Success
481,1.39723237525E9,0.0,162.0,Success
482,1.39723243325E9,0.0,154.0,Success
483,1.39723253625E9,0.0,125.0,Success
484,1.39723258625E9,0.0,142.0,Success
485,1.39723266025E9,0.0,142.0,Success
486,1.39723272725E9,0.0,148.0,Success
487,1.39723280125E9,0.0,146.0,Success
488,1.39723287425E9,0.0,115.0,Success
489,1.39723294725E9,0.0,133.0,Success
490,1.39723299025E9,0.0,145.0,Success
491,1.39723313425E9,0.0,6.0,Success
492,1.39723314025E9,0.0,104.0,Success
495,1.39723326925E9,0.0,15.0,Success
496,1.3972332705E9,0.0,15.0,Success
497,1.39723327175E9,0.0,15.0,Success
493,1.39723319925E9,0.0,155.0,Success
494,1.39723324325E9,0.0,121.0,Success
498,1.39723328325E9,0.0,87.0,Success
500,1.39723328575E9,0.0,158.5,Success
503,1.39723336925E9,0.0,75.0,Success
502,1.39723336325E9,0.0,102.0,Success
499,1.3972332845E9,0.0,185.0,Success
501,1.39723335325E9,0.0,144.0,Success
508,1.39723349625E9,0.0,9.0,Success
505,1.3972334435E9,0.0,68.0,Success
506,1.39723346425E9,0.0,103.0,Success
510,1.39723351025E9,0.0,62.0,Success
504,1.39723344225E9,0.0,148.0,Success
514,1.39723361125E9,0.0,14.0,Success
509,1.39723350425E9,0.0,123.0,Success
507,1.39723346825E9,0.0,174.0,Success
512,1.39723357125E9,0.0,75.0,Success
511,1.39723356625E9,0.0,116.0,Success
517,1.39723364525E9,0.0,73.0,Success
519,1.39723371525E9,0.0,10.0,Success
515,1.39723362625E9,0.0,123.0,Success
513,1.39723358925E9,0.0,165.0,Success
523,1.39723376725E9,0.0,9.0,Success
520,1.39723371725E9,0.0,62.0,Success
516,1.39723364125E9,0.0,154.0,Success
518,1.39723368125E9,0.0,142.0,Success
527,1.39723383825E9,0.0,8.0,Success
522,1.39723376125E9,0.0,108.0,Success
524,1.39723378725E9,0.0,85.0,Success
521,1.39723375325E9,0.0,141.0,Success
526,1.39723382225E9,0.0,116.0,Success
531,1.39723393125E9,0.0,7.0,Success
529,1.39723387825E9,0.0,94.0,Success
525,1.39723379425E9,0.0,188.0,Success
528,1.39723386825E9,0.0,114.0,Success
536,1.39723401325E9,0.0,9.0,Success
533,1.39723397125E9,0.0,60.0,Success
537,1.39723403025E9,0.0,6.0,Success
530,1.39723389325E9,0.0,154.0,Success
532,1.39723393825E9,0.0,109.0,Success
538,1.39723404425E9,0.0,7.0,Success
541,1.3972340525E9,0.0,9.0,Success
543,1.39723409025E9,0.0,9.0,Success
535,1.39723398925E9,0.0,112.0,Success
540,1.39723405125E9,0.0,55.0,Success
534,1.39723398225E9,0.0,163.0,Success
542,1.39723406125E9,0.0,106.0,Success
545,1.39723410625E9,0.0,73.0,Success
539,1.39723404625E9,0.0,159.0,Success
544,1.39723410025E9,0.0,122.0,Success
548,1.39723418025E9,0.0,85.0,Success
547,1.39723416725E9,0.0,149.0,Success
546,1.39723414425E9,0.0,181.0,Success
549,1.39723420425E9,0.0,132.0,Success
550,1.39723422725E9,0.0,138.0,Success
552,1.39723431525E9,0.0,131.0,Success
555,1.39723436525E9,0.0,118.0,Success
553,1.39723432425E9,0.0,165.0,Success
554,1.39723433625E9,0.0,170.0,Success
551,1.39723426425E9,0.0,290.0,Success
556,1.39723444525E9,0.0,127.0,Success
557,1.39723448225E9,0.0,135.0,Success
558,1.39723448825E9,0.0,134.0,Success
560,1.39723455325E9,0.0,71.0,Success
559,1.39723450525E9,0.0,133.0,Success
564,1.39723462425E9,0.0,75.0,Success
561,1.39723457125E9,0.0,131.0,Success
562,1.39723461625E9,0.0,117.0,Success
565,1.39723463725E9,0.0,99.0,Success
568,1.39723473225E9,0.0,10.0,Success
566,1.39723469825E9,0.0,79.0,Success
563,1.39723462125E9,0.0,160.0,Success
567,1.39723470125E9,0.0,112.0,Success
571,1.39723477625E9,0.0,63.0,Success
569,1.39723473625E9,0.0,137.0,Success
575,1.39723487225E9,0.0,7.0,Success
576,1.39723487925E9,0.0,7.0,Success
574,1.39723483825E9,0.0,56.0,Success
570,1.39723474225E9,0.0,174.0,Success
579,1.39723490925E9,0.0,13.0,Success
578,1.39723489325E9,0.0,65.0,Success
573,1.39723481225E9,0.0,153.0,Success
582,1.39723495725E9,0.0,8.0,Success
572,1.39723478025E9,0.0,193.0,Success
583,1.39723496425E9,0.0,9.0,Success
584,1.39723497225E9,0.0,49.0,Success
580,1.39723491525E9,0.0,116.0,Success
577,1.39723488625E9,0.0,156.0,Success
586,1.39723502025E9,0.0,57.0,Success
581,1.39723492725E9,0.0,166.0,Success
585,1.3972349735E9,0.0,142.0,Success
589,1.39723507625E9,0.0,43.0,Success
590,1.39723511825E9,0.0,41.0,Success
588,1.3972350425E9,0.0,124.0,Success
587,1.39723504125E9,0.0,145.0,Success
592,1.39723515825E9,0.0,64.0,Success
591,1.39723512125E9,0.0,147.0,Success
595,1.39723522125E9,0.0,47.0,Success
593,1.39723516525E9,0.0,127.0,Success
594,1.39723518525E9,0.0,142.0,Success
596,1.39723526725E9,0.0,68.0,Success
600,1.39723533425E9,0.0,48.0,Success
597,1.3972352685E9,0.0,132.0,Success
598,1.39723529125E9,0.0,124.0,Success
601,1.39723538125E9,0.0,48.0,Success
599,1.39723532625E9,0.0,147.0,Success
604,1.39723542925E9,0.0,58.0,Success
606,1.39723548625E9,0.0,9.0,Success
607,1.39723549525E9,0.0,68.0,Success
602,1.39723539925E9,0.0,170.0,Success
603,1.39723541425E9,0.0,155.0,Success
610,1.3972355695E9,0.0,8.0,Success
611,1.39723557625E9,0.0,8.0,Success
605,1.39723547225E9,0.0,116.0,Success
608,1.39723556225E9,0.0,75.0,Success
609,1.39723556825E9,0.0,134.0,Success
615,1.39723570125E9,0.0,11.0,Success
613,1.39723558725E9,0.0,128.0,Success
612,1.39723558325E9,0.0,139.0,Success
614,1.39723563625E9,0.0,86.0,Success
620,1.39723573525E9,0.0,10.0,Success
619,1.3972357225E9,0.0,99.0,Success
616,1.39723571125E9,0.0,125.0,Success
617,1.39723571425E9,0.0,129.0,Success
618,1.39723572125E9,0.0,136.0,Success
625,1.39723586225E9,0.0,9.0,Success
621,1.39723581925E9,0.0,97.0,Success
622,1.39723583525E9,0.0,129.0,Success
623,1.39723584225E9,0.0,126.0,Success
627,1.39723591525E9,0.0,82.0,Success
624,1.39723585625E9,0.0,162.0,Success
626,1.39723587125E9,0.0,155.0,Success
628,1.39723596325E9,0.0,100.0,Success
630,1.39723599625E9,0.0,76.0,Success
629,1.39723596825E9,0.0,131.0,Success
634,1.39723607125E9,0.0,65.0,Success
632,1.39723602525E9,0.0,125.0,Success
631,1.39723601725E9,0.0,159.0,Success
633,1.39723606225E9,0.0,139.0,Success
636,1.39723613525E9,0.0,68.0,Success
635,1.39723609825E9,0.0,134.0,Success
640,1.39723620225E9,0.0,87.0,Success
637,1.39723614925E9,0.0,147.0,Success
642,1.39723628825E9,0.0,8.0,Success
639,1.39723620025E9,0.0,135.0,Success
638,1.39723617525E9,0.0,164.0,Success
644,1.39723629725E9,0.0,72.0,Success
641,1.39723623125E9,0.0,153.0,Success
647,1.39723636825E9,0.0,77.0,Success
643,1.39723629525E9,0.0,172.0,Success
645,1.39723633425E9,0.0,133.0,Success
646,1.39723633825E9,0.0,165.0,Success
649,1.39723644425E9,0.0,65.0,Success
648,1.39723638325E9,0.0,134.0,Success
653,1.39723650825E9,0.0,44.0,Success
650,1.39723646625E9,0.0,103.0,Success
655,1.39723655225E9,0.0,44.0,Success
651,1.3972364675E9,0.0,138.0,Success
652,1.39723650225E9,0.0,117.0,Success
654,1.39723651625E9,0.0,160.0,Success
657,1.39723659525E9,0.0,89.0,Success
660,1.39723667525E9,0.0,9.0,Success
656,1.39723656825E9,0.0,139.0,Success
661,1.39723668325E9,0.0,57.0,Success
658,1.39723660425E9,0.0,140.0,Success
659,1.39723661825E9,0.0,145.0,Success
664,1.39723674025E9,0.0,52.0,Success
662,1.3972366845E9,0.0,109.0,Success
663,1.39723670625E9,0.0,118.0,Success
667,1.39723679125E9,0.0,51.0,Success
670,1.39723684125E9,0.0,45.5,Success
671,1.39723688625E9,0.0,6.0,Success
666,1.39723676225E9,0.0,143.0,Success
668,1.3972367925E9,0.0,114.0,Success
665,1.39723674325E9,0.0,175.0,Success
672,1.39723689125E9,0.0,58.0,Success
669,1.39723682325E9,0.0,152.0,Success
676,1.39723694825E9,0.0,34.0,Success
674,1.3972369055E9,0.0,110.0,Success
678,1.39723698125E9,0.0,46.0,Success
675,1.39723691725E9,0.0,137.0,Success
673,1.39723690425E9,0.0,158.0,Success
680,1.39723702625E9,0.0,42.0,Success
677,1.39723697425E9,0.0,115.0,Success
684,1.39723708825E9,0.0,7.0,Success
683,1.39723706725E9,0.0,41.0,Success
686,1.39723710725E9,0.0,14.0,Success
687,1.39723712025E9,0.0,1.0,Success
688,1.3972371215E9,0.0,2.0,Success
679,1.39723701425E9,0.0,133.0,Success
689,1.39723712275E9,0.0,49.0,Success
691,1.39723716825E9,0.0,29.0,Success
681,1.39723705325E9,0.0,150.0,Success
685,1.39723709425E9,0.0,118.0,Success
692,1.39723719625E9,0.0,16.0,Success
682,1.39723706125E9,0.0,154.0,Success
695,1.3972372125E9,0.0,7.0,Success
697,1.39723721825E9,0.0,7.0,Success
690,1.39723714725E9,0.0,113.0,Success
698,1.39723722525E9,0.0,49.0,Success
700,1.39723727225E9,0.0,2.0,Success
694,1.39723721125E9,0.0,122.0,Success
696,1.39723721425E9,0.0,127.0,Success
693,1.39723720225E9,0.0,143.0,Success
701,1.39723727425E9,0.0,77.0,Success
704,1.39723734425E9,0.0,7.0,Success
706,1.3972373515E9,0.0,8.0,Success
699,1.39723725925E9,0.0,105.0,Success
705,1.39723735025E9,0.0,71.0,Success
702,1.39723733225E9,0.0,113.0,Success
708,1.39723736325E9,0.0,106.0,Success
709,1.39723742025E9,0.0,49.0,Success
710,1.39723744425E9,0.0,42.0,Success
707,1.39723735925E9,0.0,133.0,Success
703,1.39723734025E9,0.0,168.0,Success
715,1.39723750725E9,0.0,10.0,Success
712,1.3972374695E9,0.0,51.75,Success
711,1.39723746825E9,0.0,114.0,Success
717,1.39723752025E9,0.0,62.0,Success
713,1.39723748525E9,0.0,104.0,Success
719,1.3972375825E9,0.0,9.75,Success
714,1.39723749125E9,0.0,140.0,Success
716,1.39723751725E9,0.0,129.0,Success
718,1.39723758125E9,0.0,85.0,Success
720,1.39723758825E9,0.0,109.0,Success
725,1.39723769625E9,0.0,7.0,Success
726,1.39723770325E9,0.0,7.0,Success
724,1.39723766525E9,0.0,55.0,Success
722,1.39723763025E9,0.0,132.0,Success
728,1.39723771925E9,0.0,51.0,Success
721,1.39723759125E9,0.0,190.0,Success
723,1.39723764525E9,0.0,147.0,Success
730,1.39723776925E9,0.0,58.0,Success
733,1.39723782625E9,0.0,6.0,Success
727,1.39723771025E9,0.0,135.0,Success
734,1.39723783125E9,0.0,49.0,Success
729,1.39723776225E9,0.0,137.0,Success
732,1.39723779125E9,0.0,108.0,Success
736,1.39723787925E9,0.0,30.0,Success
731,1.39723778025E9,0.0,144.0,Success
739,1.39723790825E9,0.0,51.0,Success
735,1.39723784425E9,0.0,148.0,Success
741,1.39723795825E9,0.0,48.0,Success
737,1.39723789825E9,0.0,114.0,Success
738,1.3972378995E9,0.0,148.0,Success
743,1.39723800525E9,0.0,46.0,Success
740,1.39723792325E9,0.0,153.0,Success
746,1.39723805025E9,0.0,66.0,Success
742,1.39723799125E9,0.0,135.0,Success
744,1.39723801125E9,0.0,135.0,Success
748,1.39723811525E9,0.0,54.0,Success
745,1.39723804625E9,0.0,138.0,Success
751,1.39723816825E9,0.0,45.0,Success
747,1.39723807525E9,0.0,183.0,Success
749,1.39723812525E9,0.0,138.0,Success
750,1.39723814525E9,0.0,133.0,Success
753,1.39723821225E9,0.0,85.0,Success
752,1.39723818325E9,0.0,124.0,Success
757,1.39723829625E9,0.0,54.0,Success
755,1.39723826225E9,0.0,113.0,Success
759,1.39723834925E9,0.0,43.0,Success
756,1.39723827725E9,0.0,119.0,Success
761,1.39723839125E9,0.0,7.0,Success
754,1.39723825725E9,0.0,161.25,Success
758,1.39723830625E9,0.0,138.0,Success
763,1.39723839925E9,0.0,73.0,Success
762,1.39723839525E9,0.0,105.0,Success
760,1.39723837425E9,0.0,130.0,Success
766,1.39723847125E9,0.0,49.0,Success
765,1.39723844325E9,0.0,128.0,Success
764,1.39723841825E9,0.0,164.0,Success
769,1.39723851925E9,0.0,74.0,Success
767,1.39723849925E9,0.0,126.0,Success
768,1.39723850325E9,0.0,151.0,Success
772,1.39723859225E9,0.0,83.0,Success
770,1.39723857125E9,0.0,134.0,Success
771,1.39723858125E9,0.0,129.0,Success
773,1.39723862425E9,0.0,114.0,Success
778,1.39723873725E9,0.0,10.0,Success
775,1.39723867425E9,0.0,85.0,Success
774,1.39723865325E9,0.0,128.0,Success
776,1.39723870425E9,0.0,103.0,Success
780,1.39723875825E9,0.0,73.0,Success
783,1.39723883025E9,0.0,48.0,Success
777,1.39723870925E9,0.0,187.0,Success
782,1.39723880625E9,0.0,115.0,Success
781,1.39723878025E9,0.0,143.0,Success
786,1.39723892025E9,0.0,10.0,Success
779,1.39723874725E9,0.0,197.0,Success
784,1.39723887725E9,0.0,70.0,Success
788,1.39723892925E9,0.0,97.0,Success
790,1.39723894725E9,0.0,79.0,Success
787,1.39723892225E9,0.0,139.0,Success
793,1.39723906025E9,0.0,7.0,Success
792,1.3972390265E9,0.0,54.75,Success
785,1.39723889525E9,0.0,188.0,Success
795,1.39723907925E9,0.0,11.0,Success
797,1.39723909025E9,0.0,12.0,Success
798,1.39723910225E9,0.0,14.0,Success
