156	49182	1	24
157	49182	1	24
158	49182	0	24
159	49282	11	24
160	49282	13711	24
161	49282	13711	1
162	49282	1	24
163	50650	13683	24
164	50650	1	24
165	50650	0	24
166	50650	1	24
167	50650	1	24
168	50650	0	24
169	50650	1	24
170	50650	1	24
171	50650	0	24
172	50650	1	24
173	50650	1	24
174	50650	0	24
175	50650	1	24
176	50650	1	24
177	50650	0	24
178	50650	1	24
179	50650	1	24
180	50650	1	24
181	50650	0	24
182	50650	1	24
183	50650	0	24
184	50650	1	24
185	50650	1	24
186	49653	11	24
187	49653	2	1
188	52034	2	1
189	57838	9	1
190	57928	15	1
191	57994	8	1
192	58054	8	1
193	58054	1	12
194	58054	1	1
195	59456	1	12
196	59469	10	1
197	59476	7	1
198	59478	8	1
199	59479	5	1
200	59481	6	1
201	59483	6	1
202	59485	7	1
203	59536	8	1
204	59536	0	36
205	59536	0	1
206	59586	0	36
207	59586	0	24
208	59586	0	1
209	59596	0	24
210	59596	33783	24
211	59596	33783	1
212	59850	1	24
213	59850	15	72
214	59850	15	1
215	59955	0	72
216	59955	4198	24
217	59955	4198	1
218	59973	1	24
219	59973	2	48
220	59973	2	1
221	59978	0	48
222	59978	1	48
223	59978	1	1
224	59983	0	48
225	59983	5528	48
226	59983	5528	1
227	60447	1	48
228	60452	24	1
229	60453	5	1
230	60455	6	1
231	60457	6	1
232	60459	7	1
233	60465	9	1
234	60469	24	1
235	60473	17	1
236	60476	25	1
237	60482	31	1
238	60487	25	1
239	60497	35	1
240	60497	1	24
241	60497	1	1
242	60539	0	24
243	60539	125	24
244	60539	125	1
245	60569	0	24
246	60569	1236	48
247	60569	1236	1
248	60582	1	48
249	60582	10971	24
250	60582	10971	1
251	60599	1	24
252	60627	31	1
253	60636	7	1
254	60651	7	1
255	60659	8	1
256	60670	7	1
257	60677	9	1
258	60689	8	1
259	60720	9	1
260	60720	1535	96
261	60720	1535	1
262	60928	2	96
263	60946	0	1
264	61216	0	1
265	61216	1	12
266	61216	1	1
267	61217	1	12
268	61217	0	12
269	61217	0	1
270	61219	0	12
271	61219	0	12
272	61219	0	1
273	61578	0	12
274	61578	29011	24
275	61578	29011	1
276	61598	1	24
277	61598	15343	24
278	61598	15343	1
279	61599	1	24
280	61599	14588	24
281	61599	14588	1
282	66430	0	24
283	66434	11	1
284	66511	132	1
285	66511	0	1
286	66511	0	1
287	66523	0	1
288	66556	0	1
289	66860	1	1
290	66861	9	1
291	66980	132	1
292	66981	8	1
293	66988	69	1
294	67006	44	1
295	67013	9	1
296	67014	8	1
297	67020	57	1
298	67028	76	1
299	67035	65	1
300	67043	77	1
301	67049	61	1
302	67056	66	1
303	67063	67	1
304	67064	6	1
305	67065	7	1
306	67074	88	1
307	67081	72	1
308	67088	72	1
309	67096	78	1
310	67102	63	1
311	67108	90	1
312	67108	1	24
313	67108	1	1
314	67111	1	24
315	67118	71	1
316	67119	7	1
317	67123	38	1
318	67127	49	1
319	67127	3	24
320	67127	3	1
321	67128	0	24
322	67131	44	1
323	67131	1	24
324	67131	1	1
325	67132	1	24
326	67138	63	1
327	67142	43	1
328	67148	55	1
329	67151	31	1
330	67152	8	1
331	67160	75	1
332	67169	86	1
333	67177	81	1
334	67184	68	1
335	67195	105	1
336	67195	66	1
337	67202	0	1
338	67205	75	1
339	67206	10	1
340	67210	109	1
341	67211	9	1
342	67217	78	1
343	67219	116	1
344	67224	52	1
345	67229	45	1
346	67229	74	1
347	67236	141	1
348	67242	64	1
349	67243	55	1
350	67248	103	1
351	67253	49	1
352	67254	5	1
353	67254	117	1
354	67260	57	1
355	67264	42	1
356	67266	55	1
357	67270	102	1
358	67275	44	1
359	67277	50	1
360	67280	148	1
361	67286	62	1
362	67291	46	1
363	67292	46	1
364	67293	7	1
365	67294	6	1
366	67296	96	1
367	67297	6	1
368	67298	6	1
369	67301	43	1
370	67301	58677	12
371	67301	58677	1
372	67302	1	12
373	67304	60	1
374	67304	108	1
375	67304	99567	12
376	67304	99567	1
377	67306	1	12
378	67306	56934	12
379	67306	56934	1
380	67308	0	12
381	67313	69	1
382	67315	1	1
383	67315	130	1
384	67320	53	1
385	67321	66	1
386	67321	59455	12
387	67321	59455	1
388	67327	0	12
389	67328	46	1
390	67332	115	1
391	67338	71	1
392	67338	45276	12
393	67338	45276	1
394	67340	0	12
395	67341	5	1
396	67341	36	1
397	67345	117	1
398	67350	51	1
399	67353	42	1
400	67354	140	1
401	67357	33	1
402	67362	49	1
403	67367	76	1
404	67370	125	1
405	67373	30	1
406	67374	6	1
407	67378	42	1
408	67380	62	1
409	67385	137	1
410	67390	54	1
411	67394	64	1
412	67395	8	1
413	67397	89	1
414	67404	84	1
415	67406	102	1
416	67407	84	1
417	67414	91	1
418	67414	70	1
419	67421	97	1
420	67422	8	1
421	67424	5	1
422	67435	105	1
423	67446	109	1
424	67454	84	1
425	67463	94	1
426	67475	119	1
427	67487	116	1
428	67498	114	1
429	67510	123	1
430	67511	9	1
431	67526	145	1
432	67539	127	1
433	67551	121	1
434	67567	162	1
435	67578	113	1
436	67583	165	1
437	67583	86906	24
438	67583	86906	1
439	67586	1	24
440	67586	132302	24
441	67586	132302	1
442	67589	1	24
443	67589	84938	24
444	67589	84938	1
445	67592	0	24
446	67592	262280	24
447	67592	262280	1
448	67595	1	24
449	67600	122	1
450	67608	12	1
451	67609	10	1
452	67616	94	1
453	67617	8	1
454	67619	126	1
455	67630	114	1
456	67631	143	1
457	67643	116	1
458	67645	125	1
459	67656	120	1
460	67658	119	1
461	67668	153	1
462	67682	135	1
463	67693	110	1
464	67703	104	1
465	67725	337	1
466	67737	151	1
467	67738	6	1
468	67740	114	1
469	67749	490	1
470	67759	103	1
471	67769	96	1
472	67773	40	1
473	67784	109	1
474	67785	7	1
475	67786	6	1
476	67789	117	1
477	67798	133	1
478	67803	121	1
479	67804	7	1
480	67805	6	1
481	67811	161	1
482	67821	153	1
483	67826	124	1
484	67833	141	1
485	67840	141	1
486	67847	147	1
487	67854	145	1
488	67861	114	1
489	67865	132	1
490	67879	144	1
491	67880	6	1
492	67886	103	1
493	67890	154	1
494	67893	120	1
495	67893	14	1
496	67893	14	1
497	67894	14	1
498	67894	86	1
499	67894	184	1
500	67901	158	1
501	67902	143	1
502	67903	101	1
503	67910	74	1
504	67910	147	1
505	67912	67	1
506	67912	102	1
507	67915	173	1
508	67916	8	1
509	67917	122	1
510	67923	61	1
511	67924	115	1
512	67926	74	1
513	67928	164	1
514	67930	13	1
515	67932	122	1
516	67932	153	1
517	67936	72	1
518	67939	141	1
519	67939	9	1
520	67943	61	1
521	67944	140	1
522	67945	107	1
523	67947	8	1
524	67948	84	1
525	67951	187	1
526	67953	116	1
527	67956	7	1
528	67957	114	1
529	67959	93	1
530	67963	153	1
531	67964	6	1
532	67967	108	1
533	67968	59	1
534	67969	162	1
535	67971	111	1
536	67973	8	1
537	67974	5	1
538	67974	6	1
539	67975	158	1
540	67975	54	1
541	67976	8	1
542	67979	105	1
543	67980	8	1
544	67981	121	1
545	67985	72	1
546	67987	180	1
547	67988	148	1
548	67990	84	1
549	67992	131	1
550	67996	138	1
551	68001	289	1
552	68002	130	1
553	68003	164	1
554	68006	169	1
555	68014	117	1
556	68018	126	1
557	68019	134	1
558	68021	133	1
559	68026	132	1
560	68028	70	1
561	68033	130	1
562	68034	116	1
563	68034	159	1
564	68035	74	1
565	68041	98	1
566	68041	78	1
567	68044	111	1
568	68044	9	1
569	68045	136	1
570	68048	173	1
571	68048	62	1
572	68051	192	1
573	68054	152	1
574	68057	55	1
575	68058	6	1
576	68059	6	1
577	68060	155	1
578	68062	64	1
579	68063	12	1
580	68064	115	1
581	68067	165	1
582	68068	7	1
583	68069	8	1
584	68069	48	1
585	68074	142	1
586	68076	56	1
587	68076	144	1
588	68079	123	1
589	68083	42	1
590	68083	40	1
591	68087	146	1
592	68088	63	1
593	68090	126	1
594	68094	141	1
595	68099	46	1
596	68099	67	1
597	68101	131	1
598	68105	123	1
599	68106	146	1
600	68111	47	1
601	68113	48	1
602	68115	170	1
603	68117	154	1
604	68121	57	1
605	68122	115	1
606	68123	8	1
607	68130	67	1
608	68131	74	1
609	68131	133	1
610	68132	7	1
611	68133	7	1
612	68133	138	1
613	68138	127	1
614	68145	85	1
615	68146	10	1
616	68146	124	1
617	68147	128	1
618	68147	135	1
619	68148	98	1
620	68156	9	1
621	68158	96	1
622	68159	128	1
623	68160	126	1
624	68161	161	1
625	68162	8	1
626	68166	154	1
627	68171	81	1
628	68172	99	1
629	68175	130	1
630	68177	75	1
631	68178	158	1
632	68182	124	1
633	68183	138	1
634	68186	64	1
635	68190	133	1
636	68191	67	1
637	68194	146	1
638	68197	163	1
639	68197	134	1
640	68200	86	1
641	68206	152	1
642	68207	8	1
643	68207	172	1
644	68211	71	1
645	68211	132	1
646	68214	164	1
647	68216	76	1
648	68222	133	1
649	68224	64	1
650	68224	102	1
651	68228	137	1
652	68229	116	1
653	68230	43	1
654	68234	159	1
655	68236	43	1
656	68239	138	1
657	68240	88	1
658	68241	139	1
659	68247	144	1
660	68248	8	1
661	68248	57	1
662	68250	108	1
663	68253	117	1
664	68253	51	1
665	68255	174	1
666	68258	142	1
667	68258	50	1
668	68261	113	1
669	68263	151	1
670	68268	45	1
671	68269	5	1
672	68270	57	1
673	68270	157	1
674	68271	109	1
675	68274	136	1
676	68277	33	1
677	68278	114	1
678	68281	45	1
679	68282	132	1
680	68285	41	1
681	68286	149	1
682	68287	153	1
683	68289	40	1
684	68290	6	1
685	68291	117	1
686	68292	13	1
687	68292	0	1
688	68292	0	1
689	68295	48	1
690	68297	112	1
691	68300	28	1
692	68301	15	1
693	68302	142	1
694	68302	121	1
695	68302	6	1
696	68302	126	1
697	68303	6	1
698	68306	49	1
699	68307	104	1
700	68307	0	1
701	68313	76	1
702	68314	112	1
703	68314	167	1
704	68315	7	1
705	68315	70	1
706	68316	7	1
707	68316	132	1
708	68322	105	1
709	68324	49	1
710	68326	41	1
711	68326	113	1
712	68328	51	1
713	68329	103	1
714	68331	139	1
715	68332	9	1
716	68332	128	1
717	68338	61	1
718	68338	84	1
719	68339	9	1
720	68339	108	1
721	68343	189	1
722	68345	132	1
723	68347	146	1
724	68350	54	1
725	68351	6	1
726	68352	6	1
727	68353	134	1
728	68357	50	1
729	68358	137	1
730	68359	57	1
731	68360	143	1
732	68364	107	1
733	68365	5	1
734	68366	48	1
735	68370	147	1
736	68372	29	1
737	68372	113	1
738	68373	147	1
739	68375	50	1
740	68379	152	1
741	68382	47	1
742	68383	134	1
743	68384	45	1
744	68388	134	1
745	68388	137	1
746	68391	65	1
747	68395	182	1
748	68396	53	1
749	68398	137	1
750	68400	132	1
751	68402	44	1
752	68405	123	1
753	68410	84	1
754	68411	161	1
755	68413	112	1
756	68415	118	1
757	68416	53	1
758	68420	137	1
759	68423	42	1
760	68425	129	1
761	68425	6	1
762	68425	104	1
763	68427	72	1
764	68430	163	1
765	68433	128	1
766	68436	48	1
767	68436	125	1
768	68438	150	1
769	68443	73	1
770	68444	133	1
771	68445	128	1
772	68448	82	1
773	68451	113	1
774	68453	127	1
775	68456	84	1
776	68457	102	1
777	68460	186	1
778	68461	9	1
779	68462	196	1
780	68464	72	1
781	68467	142	1
782	68469	114	1
783	68474	47	1
784	68476	69	1
785	68479	187	1
786	68479	9	1
787	68480	138	1
788	68481	96	1
789	68481	203	1
790	68489	78	1
791	68489	98	1
792	68493	54	1
793	68494	6	1
794	68495	120	1
795	68495	10	1
796	68496	140	1
797	68497	11	1
798	68498	13	1
799	68499	11	1
800	68500	116	1
801	68502	212	1
802	68506	158	1
803	68510	114	1
804	68512	123	1
805	68518	111	1
806	68518	52	1
807	68522	140	1
808	68522	121	1
809	68523	158	1
810	68523	99	1
811	68532	150	1
812	68533	151	1
813	68534	92	1
814	68538	130	1
815	68538	152	1
816	68542	92	1
817	68547	121	1
818	68547	139	1
819	68547	110	1
820	68553	179	1
821	68554	149	1
822	68558	116	1
823	68559	6	1
824	68561	161	1
825	68565	133	1
826	68565	184	1
827	68568	97	1
828	68569	10	1
829	68574	135	1
830	68575	152	1
831	68575	143	1
832	68576	115	1
833	68582	0	1
834	68583	138	1
835	68586	141	1
836	68589	98	1
837	68589	176	1
838	68596	186	1
839	68596	136	1
840	68597	126	1
841	68606	182	1
842	68607	147	1
843	68608	152	1
844	68609	94	1
845	68615	139	1
846	68618	202	1
847	68619	9	1
848	68621	115	1
849	68623	139	1
850	68624	156	1
851	68631	146	1
852	68631	136	1
853	68635	1	1
854	68636	130	1
855	68639	157	1
856	68639	135	1
857	68641	159	1
858	68642	0	1
859	68645	0	1
860	68649	207	1
861	68650	15	1
862	68651	1	1
863	68652	137	1
864	68653	0	1
865	68654	12	1
866	68654	135	1
867	68655	0	1
868	68657	112	1
869	68666	148	1
870	68666	167	1
871	68667	168	1
872	68667	133	1
873	68671	143	1
874	68680	151	1
875	68681	119	1
876	68682	124	1
877	68682	159	1
878	68686	181	1
879	68692	163	1
880	68694	167	1
881	68695	5	1
882	68699	126	1
883	68702	142	1
884	68704	148	1
885	68709	8	1
886	68711	147	1
887	68714	133	1
888	68717	129	1
889	68724	178	1
890	68724	56	1
891	68727	155	1
892	68729	170	1
893	68735	100	1
894	68739	123	1
895	68739	121	1
896	68744	111	1
897	68747	130	1
898	68750	196	1
899	68751	190	1
900	68757	104	1
901	68760	153	1
902	68762	1	1
903	68767	9	1
904	68770	116	1
905	68772	158	1
906	68773	0	1
907	68773	0	1
908	68779	136	1
909	68786	97	1
910	68787	164	1
911	68789	116	1
912	68798	130	1
913	68802	118	1
914	68803	132	1
915	68811	129	1
916	68816	112	1
917	68816	5	1
918	68816	11	1
919	68817	114	1
920	68822	145	1
921	68828	125	1
922	68832	110	1
923	68835	146	1
924	68839	139	1
925	68847	124	1
926	68849	125	1
927	68851	16	1
928	68852	203	1
929	68860	113	1
930	68864	105	1
931	68871	111	1
932	68872	160	1
933	68875	193	1
934	68886	113	1
935	68887	41	1
936	68891	121	1
937	68899	134	1
938	68904	167	1
939	68915	144	1
940	68918	112	1
941	68926	157	1
942	68934	125	1
943	68939	168	1
944	68951	138	1
945	68953	183	1
946	68962	85	1
947	68970	125	1
948	68975	167	1
949	68986	105	1
950	68987	6	1
951	68988	48	1
952	68992	165	1
953	68996	41	1
954	69005	131	1
955	69010	140	1
956	69019	110	1
957	69020	13	1
958	69020	118	1
959	69031	106	1
960	69032	8	1
961	69032	6	1
962	69033	141	1
963	69046	164	1
964	69049	138	1
965	69060	120	1
966	69061	114	1
967	69071	116	1
968	69072	146	1
969	69085	142	1
970	69086	126	1
971	69098	157	1
972	69102	132	1
973	69111	172	1
974	69119	112	1
975	69122	179	1
976	69134	123	1
977	69136	147	1
978	69148	136	1
979	69149	17	1
980	69151	156	1
981	69165	169	1
982	69168	163	1
983	69181	137	1
984	69181	156	1
985	69195	143	1
986	69196	140	1
987	69209	160	1
988	69212	109	1
989	69213	8	1
990	69220	94	1
991	69222	114	1
992	69231	116	1
993	69233	109	1
994	69242	118	1
995	69245	116	1
996	69253	141	1
997	69259	133	1
998	69267	111	1
999	69271	98	1
1000	69271	123	1
