1	25	16	1
2	55	44	5
3	106	90	3
4	146	63	3
5	163	24	3
6	585	78	3
7	25871	7	4
8	25871	8	47
9	25872	8	1
10	25872	1	47
11	25927	7	47
12	25927	31	47
13	25927	31	1
14	25927	0	47
15	25961	31	47
16	25961	24	47
17	25961	24	1
18	25961	0	47
19	26231	24	47
20	26231	25	47
21	26231	25	1
22	26231	0	47
23	26273	24	47
24	26273	2	3
25	26273	2	1
26	26274	1	3
27	26295	1	3
28	26295	0	3
29	26295	0	1
30	26295	0	3
31	29415	0	3
32	29423	9	2
33	30744	8321	2
34	30744	6932	144
35	30744	6932	1
36	31232	6932	144
37	32311	4695	1
38	32311	2	24
39	32312	2	1
40	32437	1	24
41	32437	1414	24
42	32437	1414	1
43	32535	0	4
44	33095	6889	144
47	33100	13716	144
50	33466	13737	144
53	33471	13743	144
56	33475	13714	144
59	34212	13802	144
45	34212	6889	1
46	37657	6889	144
48	37657	13716	1
49	38006	13716	144
62	38006	99	48
63	38006	99	1
64	38503	99	48
65	38602	5336	4
66	38602	63	48
67	38603	63	1
68	40084	62	48
69	40239	8	1
70	40255	4	1
71	40267	14	1
72	40312	33	1
73	40372	12	1
74	40423	13	1
75	40436	13	1
76	40552	83	1
77	40636	0	1
78	41176	0	1
79	42778	7289	4
80	42824	14	1
81	43142	0	1
82	43180	4	1
83	43206	3	1
84	43323	4	1
85	44517	3557	1
51	44517	13737	1
52	44828	13737	144
86	44828	40	24
87	44829	40	1
88	51387	39	2
54	51388	13743	1
55	58259	13742	144
57	58259	13714	1
58	65116	13714	144
60	65116	13802	1
61	206695	13802	144
89	206695	13778	144
90	206696	13778	1
91	206701	13777	144
92	206708	13788	144
95	206712	13726	144
98	206715	13735	144
101	206902	13732	144
104	206906	13702	144
107	206910	14862	144
110	206914	13761	144
113	206918	13746	144
116	213586	13733	144
93	213586	13788	1
94	220442	13788	144
119	220450	6	1
120	220481	7	1
96	220481	13726	1
97	220483	13726	144
121	220683	8	1
122	220848	9	1
123	220848	1	12
124	220848	1	1
125	221002	1	12
126	221002	1	12
127	221002	1	1
128	221084	1	12
129	221084	1	12
130	221084	1	1
131	221261	1	12
132	221262	0	12
133	221262	0	1
134	227347	0	12
99	227347	13735	1
100	234215	13735	144
102	234215	13732	1
103	241081	13732	144
105	241081	13702	1
106	245757	13702	144
135	245757	99	24
136	245757	99	1
137	245758	1	24
138	245759	1	24
139	245759	0	24
140	245767	16	24
141	245767	0	24
142	245775	16	24
143	245775	0	24
144	245783	16	24
145	245783	0	24
146	245791	15	24
147	245792	1	24
148	245793	1	24
149	245794	1	24
150	245794	0	24
151	245795	1	24
152	245803	15	24
153	245804	1	24
154	245804	0	24
155	245805	1	24
156	245806	1	24
157	245807	1	24
158	245807	0	24
159	246306	11	24
160	246306	13711	24
161	246306	13711	1
162	246307	1	24
163	247940	13683	24
108	247941	14862	1
109	248170	14861	144
187	248170	2	1
188	253150	2	1
164	253151	1	24
165	253151	0	24
166	253152	1	24
167	253153	1	24
168	253153	0	24
169	253154	1	24
170	253155	1	24
171	253155	0	24
172	253156	1	24
173	253157	1	24
174	253157	0	24
175	253158	1	24
176	253159	1	24
177	253159	0	24
178	253160	1	24
179	253161	1	24
180	253162	1	24
181	253162	0	24
182	253163	1	24
183	253163	0	24
184	253164	1	24
185	253165	1	24
186	255380	11	24
111	255380	13761	1
112	260084	13761	144
189	262261	9	1
114	262262	13746	1
115	269135	13744	144
117	269135	13733	1
118	289104	13733	144
190	289555	15	1
191	289887	8	1
192	290189	8	1
193	290189	1	12
194	290189	1	1
195	297197	1	12
196	297263	10	1
197	297299	7	1
198	297311	8	1
199	297314	5	1
200	297325	6	1
201	297337	6	1
202	297349	7	1
203	297606	8	1
204	297606	0	36
205	297606	0	1
206	297855	0	36
207	297855	0	24
208	297855	0	1
209	297906	0	24
210	297906	33783	24
211	297906	33783	1
212	299175	1	24
213	299175	15	72
214	299176	15	1
215	299700	0	72
216	299700	4198	24
217	299700	4198	1
218	299791	1	24
219	299791	2	48
220	299792	2	1
221	299817	0	48
222	299817	1	48
223	299817	1	1
224	299843	0	48
225	299843	5528	48
226	299843	5528	1
227	302165	1	48
228	302191	24	1
229	302194	5	1
230	302205	6	1
231	302216	6	1
232	302228	7	1
233	302259	9	1
234	302281	24	1
235	302300	17	1
236	302313	25	1
237	302342	31	1
238	302365	25	1
239	302416	35	1
240	302417	1	24
241	302417	1	1
242	302629	0	24
243	302629	125	24
244	302630	125	1
245	302782	0	24
246	302782	1236	48
247	302782	1236	1
248	302846	1	48
249	302846	10971	24
250	302847	10971	1
251	302930	1	24
252	303069	31	1
253	303112	7	1
254	303189	7	1
255	303228	8	1
256	303283	7	1
257	303320	9	1
258	303379	8	1
259	303532	9	1
260	303532	1535	96
261	303532	1535	1
262	304572	2	96
263	304663	0	1
264	306015	0	1
265	306015	1	12
266	306015	1	1
267	306022	1	12
268	306022	0	12
269	306022	0	1
270	306032	0	12
271	306032	0	12
272	306032	0	1
273	307828	0	12
274	307828	29011	24
275	307828	29011	1
276	307927	1	24
277	307927	15343	24
278	307928	15343	1
279	307933	1	24
280	307933	14588	24
281	307933	14588	1
282	332089	0	24
283	332108	11	1
284	332492	132	1
285	332493	0	1
286	332494	0	1
287	332556	0	1
288	332723	0	1
289	334245	1	1
290	334250	9	1
291	334843	132	1
292	334849	8	1
293	334884	69	1
294	334976	44	1
295	335009	9	1
296	335013	8	1
297	335042	57	1
298	335080	76	1
299	335113	65	1
300	335152	77	1
301	335183	61	1
302	335216	66	1
303	335250	67	1
304	335253	6	1
305	335257	7	1
306	335301	88	1
307	335337	72	1
308	335373	72	1
309	335412	78	1
310	335444	63	1
311	335473	90	1
312	335473	1	24
313	335473	1	1
314	335489	1	24
315	335525	71	1
316	335529	7	1
317	335548	38	1
318	335569	49	1
319	335569	3	24
320	335570	3	1
321	335574	0	24
322	335590	44	1
323	335590	1	24
