timestamp,usedPEs,jobsRunning,JobsInLongQueue,JobsInMediumQueue
1.40015053325E9,374,16,0,0
1.40015414525E9,362,15,0,0
1.40015776025E9,362,15,0,0
1.40016136225E9,362,15,0,0
1.40016496625E9,374,16,0,0
1.40016857825E9,374,16,0,0
1.40017217925E9,374,16,0,0
1.40017579825E9,350,15,0,0
1.40017941025E9,350,15,0,0
1.40018304125E9,350,15,0,0
1.40018666225E9,350,15,0,0
1.40019027025E9,338,14,0,0
1.40019388025E9,338,14,0,0
1.40019757225E9,338,14,0,0
1.40020117425E9,302,13,0,0
1.40020478025E9,302,13,0,0
1.40020838625E9,302,13,0,0
1.40021200225E9,302,13,0,0
1.40021561425E9,302,13,0,0
1.40021921725E9,290,12,0,0
1.40022282625E9,290,12,0,0
1.40022645825E9,290,12,0,0
1.40023006325E9,290,12,0,0
1.40023367025E9,290,12,0,0
1.40023727425E9,290,12,0,0
1.40024088225E9,266,10,0,0
1.40024448725E9,266,10,0,0
1.40024808925E9,266,10,0,0
1.40025172725E9,302,13,0,0
1.40025533425E9,278,11,0,0
1.40025893725E9,278,11,0,0
1.40026254225E9,266,10,0,0
1.40026615225E9,326,12,0,0
1.40026975725E9,326,12,0,0
1.40027339225E9,278,10,0,0
1.40027707125E9,278,10,0,0
1.40028068225E9,278,10,0,0
1.40028429725E9,278,10,0,0
1.40028793425E9,278,10,0,0
1.40029156025E9,278,10,0,0
1.40029520525E9,229,10,0,0
1.40029883525E9,229,10,0,0
1.40030243825E9,229,10,0,0
1.40030607925E9,217,9,0,0
1.40030968125E9,205,8,0,0
1.40031331625E9,193,7,0,0
1.40031692425E9,193,7,0,0
1.40032060125E9,193,7,0,0
1.40032420825E9,193,7,0,0
1.40032780925E9,193,7,0,0
1.40033142225E9,181,6,0,0
1.40033502425E9,169,5,0,0
1.40033862725E9,109,4,0,0
1.40034224225E9,181,7,0,0
1.40034584825E9,157,6,0,0
1.40034946225E9,121,4,0,0
1.40035306925E9,97,3,0,0
1.40035667425E9,97,3,0,0
1.40036028425E9,97,3,0,0
1.40036388725E9,169,6,0,0
1.40036749325E9,193,8,0,0
1.40037111625E9,157,6,0,0
1.40037473225E9,157,6,0,0
1.40037834925E9,109,4,0,0
1.40038198525E9,85,3,0,0
1.40038561025E9,85,3,0,0
1.40038923625E9,85,3,0,0
1.40039283725E9,85,3,0,0
1.40039644725E9,85,3,0,0
1.40040007725E9,85,3,0,0
1.40040368225E9,73,2,0,0
1.40040729325E9,97,4,0,0
1.40041091025E9,85,3,0,0
1.40041451325E9,73,2,0,0
1.40041811825E9,73,2,0,0
1.40042173825E9,73,2,0,0
1.40042535725E9,73,2,0,0
1.40042896225E9,73,2,0,0
1.40043256525E9,73,2,0,0
1.40043617925E9,73,2,0,0
1.40043980725E9,61,1,0,0
1.40044341425E9,61,1,0,0
1.40044965825E9,12,1,0,0
1.40045838625E9,12,1,0,0
1.40046600325E9,97,4,0,0
1.40046979425E9,121,4,0,0
1.40047434425E9,109,3,0,0
1.40047823925E9,109,3,0,0
1.40048198325E9,61,1,0,0
1.40048760325E9,61,1,0,0
1.40049139425E9,61,1,0,0
1.40049594425E9,61,1,0,0
1.40049983925E9,61,1,0,0
1.40050358325E9,61,1,0,0
1.40050920325E9,61,1,0,0
1.40051299425E9,61,1,0,0
1.40051754425E9,157,3,0,0
1.40052143925E9,182,6,0,0
1.40052507125E9,182,6,0,0
1.40052872225E9,193,6,0,0
1.40053238325E9,193,6,0,0
1.40053677425E9,193,6,0,0
1.40054150425E9,193,6,0,0
1.40054520325E9,193,6,0,0
1.40054884325E9,181,5,0,0
1.40055259425E9,169,4,0,0
1.40055688425E9,169,4,0,0
1.40056062225E9,193,5,0,0
1.40056434425E9,169,4,0,0
1.40056823925E9,169,4,0,0
1.40057187125E9,169,4,0,0
1.40057552225E9,169,4,0,0
1.40057918325E9,169,4,0,0
1.40058319325E9,121,3,0,0
1.40058717425E9,73,2,0,0
1.40059081825E9,73,2,0,0
1.40059499925E9,73,2,0,0
1.40059874325E9,73,2,0,0
1.40060241625E9,73,2,0,0
1.40060640325E9,73,2,0,0
1.40061004325E9,73,2,0,0
1.40061379425E9,73,2,0,0
1.40061808425E9,73,2,0,0
1.40062182225E9,73,2,0,0
1.40062554425E9,73,2,0,0
1.40062934225E9,73,2,0,0
1.40063303925E9,73,2,0,0
1.40063667125E9,97,4,0,0
1.40064032225E9,97,4,0,0
1.40064398325E9,97,4,0,0
1.40064799325E9,97,4,0,0
1.40065197425E9,97,4,0,0
1.40065561825E9,97,4,0,0
1.40065979925E9,97,4,0,0
1.40066354325E9,97,4,0,0
1.40066721625E9,97,4,0,0
1.40067120325E9,97,4,0,0
1.40067484325E9,97,4,0,0
1.40067859425E9,97,4,0,0
1.40068288425E9,97,4,0,0
1.40068662225E9,97,4,0,0
1.40069034425E9,36,3,0,0
1.40069414225E9,48,4,0,0
1.40069783925E9,60,5,0,0
1.40070147125E9,60,5,0,0
1.40070512225E9,60,5,0,0
1.40070878325E9,60,5,0,0
1.40071279325E9,60,5,0,0
1.40071642025E9,48,4,0,0
1.40072037425E9,36,3,0,0
1.40072401825E9,36,3,0,0
1.40072819925E9,84,7,0,0
1.40073188825E9,72,6,0,0
1.40073554325E9,72,6,0,0
1.40073921625E9,72,6,0,0
1.40074303025E9,72,6,0,0
1.40074680325E9,72,6,0,0
1.40075044325E9,132,7,0,0
1.40075419425E9,132,7,0,0
1.40075782425E9,120,6,0,0
1.40076176925E9,84,3,0,0
1.40076543225E9,120,3,0,0
1.40076928425E9,120,3,0,0
1.40077298425E9,120,3,0,0
1.40077662225E9,120,3,0,0
1.40078029025E9,120,3,0,0
1.40078394425E9,120,3,0,0
1.40078774225E9,120,3,0,0
1.40079143925E9,180,4,0,0
1.40079507125E9,120,3,0,0
1.40079871825E9,120,3,0,0
1.40080232225E9,120,3,0,0
1.40080598325E9,120,3,0,0
1.40080999325E9,120,3,0,0
1.40081362025E9,120,3,0,0
1.40081757425E9,120,3,0,0
1.40082121825E9,120,3,0,0
1.40082505725E9,120,3,0,0
1.40082879325E9,120,3,0,0
1.40083259925E9,120,3,0,0
1.40083628825E9,168,4,0,0
1.40083994325E9,120,3,0,0
1.40084357025E9,120,3,0,0
1.40084721625E9,120,3,0,0
1.40085103025E9,120,3,0,0
1.40085480325E9,120,3,0,0
1.40085844325E9,120,3,0,0
1.40086219425E9,120,3,0,0
1.40086582425E9,120,3,0,0
1.40086976925E9,120,3,0,0
1.40087343225E9,120,3,0,0
1.40087728425E9,144,4,0,0
1.40088098425E9,108,2,0,0
1.40088462225E9,108,2,0,0
1.40088823925E9,108,2,0,0
1.40089189025E9,159,3,0,0
1.40089554425E9,159,3,0,0
1.40089934125E9,159,3,0,0
1.40090294225E9,159,3,0,0
1.40090663925E9,159,3,0,0
1.40091027125E9,159,3,0,0
1.40091391825E9,159,3,0,0
1.40091752225E9,159,3,0,0
1.40092118325E9,159,3,0,0
1.40092519325E9,159,3,0,0
1.40092882025E9,159,3,0,0
1.40093277425E9,159,3,0,0
1.40093641825E9,159,3,0,0
1.40094021425E9,267,6,0,0
1.40094385725E9,243,5,0,0
1.40094759325E9,159,3,0,0
1.40095139925E9,159,3,0,0
1.40095508825E9,159,3,0,0
1.40095874325E9,159,3,0,0
1.40096237025E9,159,3,0,0
1.40096601625E9,159,3,0,0
1.40096977825E9,159,3,0,0
1.40097343025E9,159,3,0,0
1.40097720325E9,159,3,0,0
1.40098084325E9,159,3,0,0
1.40098458525E9,159,3,0,0
1.40098819425E9,161,5,0,0
1.40099182425E9,161,5,0,0
1.40099576925E9,161,5,0,0
1.40099943225E9,159,3,0,0
1.40100328425E9,159,3,0,0
1.40100698425E9,159,3,0,0
1.40101062225E9,159,3,0,0
1.40101423925E9,159,3,0,0
1.40101789025E9,159,3,0,0
1.40102154425E9,159,3,0,0
1.40102534125E9,159,3,0,0
1.40102894225E9,159,3,0,0
1.40103259025E9,160,4,0,0
1.40103623925E9,161,5,0,0
1.40103987125E9,161,5,0,0
1.40104351825E9,161,5,0,0
1.40104712225E9,221,8,0,0
1.40105078325E9,221,8,0,0
1.40105479325E9,220,7,0,0
1.40105842025E9,220,7,0,0
1.40106203725E9,219,6,0,0
1.40106567225E9,195,5,0,0
1.40106932525E9,195,5,0,0
1.40107317425E9,171,4,0,0
1.40107681825E9,171,4,0,0
1.40108052725E9,159,3,0,0
1.40108421425E9,159,3,0,0
1.40108785725E9,159,3,0,0
1.40109159325E9,159,3,0,0
1.40109539925E9,159,3,0,0
1.40109903425E9,159,3,0,0
1.40110268825E9,159,3,0,0
1.40110634325E9,159,3,0,0
1.40110997025E9,159,3,0,0
1.40111361625E9,159,3,0,0
1.40111737825E9,159,3,0,0
1.40112103025E9,159,3,0,0
1.40112480325E9,159,3,0,0
1.40112844325E9,159,3,0,0
1.40113206425E9,159,3,0,0
1.40113578525E9,159,3,0,0
1.40113939425E9,159,3,0,0
1.40114302425E9,159,3,0,0
1.40114669425E9,159,3,0,0
1.40115041725E9,159,3,0,0
1.40115416925E9,159,3,0,0
1.40115783225E9,159,3,0,0
1.40116168425E9,159,3,0,0
1.40116538425E9,159,3,0,0
1.40116902225E9,159,3,0,0
1.40117263925E9,159,3,0,0
1.40117629025E9,159,3,0,0
1.40117994425E9,159,3,0,0
1.40118357425E9,159,3,0,0
1.40118728725E9,159,3,0,0
1.40119094125E9,159,3,0,0
1.40119454225E9,159,3,0,0
1.40119819025E9,159,3,0,0
1.40120183925E9,159,3,0,0
1.40120547125E9,159,3,0,0
1.40120911825E9,171,4,0,0
1.40121272225E9,171,4,0,0
1.40121638325E9,111,3,0,0
1.40122037525E9,111,3,0,0
1.40122399325E9,111,3,0,0
1.40122762025E9,111,3,0,0
1.40123123725E9,111,3,0,0
1.40123487225E9,111,3,0,0
1.40123852525E9,111,3,0,0
1.40124227925E9,111,3,0,0
1.40124597425E9,111,3,0,0
1.40124961825E9,111,3,0,0
1.40125332725E9,111,3,0,0
1.40125701425E9,111,3,0,0
1.40126065725E9,111,3,0,0
1.40126439325E9,111,3,0,0
1.40126819925E9,111,3,0,0
1.40127183425E9,111,3,0,0
1.40127548825E9,111,3,0,0
1.40127914325E9,111,3,0,0
1.40128277025E9,111,3,0,0
1.40128641625E9,111,3,0,0
1.40129017825E9,111,3,0,0
1.40129383025E9,111,3,0,0
1.40129760325E9,111,3,0,0
1.40130124325E9,111,3,0,0
1.40130486425E9,159,4,0,0
1.40130858525E9,159,4,0,0
1.40131219425E9,159,4,0,0
1.40131582425E9,159,4,0,0
1.40131949425E9,159,4,0,0
1.40132321725E9,111,3,0,0
1.40132696925E9,63,2,0,0
1.40133063225E9,63,2,0,0
1.40133448425E9,159,6,0,0
1.40133818425E9,159,6,0,0
1.40134182225E9,159,6,0,0
1.40134543925E9,111,4,0,0
1.40134909025E9,87,3,0,0
1.40135274425E9,63,2,0,0
1.40135637425E9,63,2,0,0
1.40135999825E9,63,2,0,0
1.40136364925E9,63,2,0,0
1.40136728725E9,63,2,0,0
1.40137093025E9,87,3,0,0
1.40137454125E9,219,8,0,0
1.40137814225E9,219,8,0,0
1.40138179025E9,195,7,0,0
1.40138543925E9,219,8,0,0
1.40138906125E9,219,8,0,0
1.40139267125E9,231,8,0,0
1.40139631825E9,183,6,0,0
1.40139992225E9,183,6,0,0
1.40140358325E9,183,6,0,0
1.40140757525E9,183,6,0,0
1.40141119325E9,183,6,0,0
1.40141482025E9,183,6,0,0
1.40141843725E9,183,6,0,0
1.40142207225E9,183,6,0,0
1.40142572525E9,183,6,0,0
1.40142947925E9,183,6,0,0
1.40143317425E9,183,6,0,0
1.40143680425E9,183,6,0,0
1.40144041825E9,183,6,0,0
1.40144412625E9,183,6,0,0
1.40144772725E9,183,6,0,0
1.40145141425E9,279,10,0,0
1.40145505725E9,279,10,0,0
1.40145879325E9,279,10,0,0
1.40146256725E9,303,11,0,0
1.4014661695E9,303,11,0,0
1.40146979925E9,279,10,0,0
1.40147343425E9,303,11,0,0
1.40147708825E9,351,13,0,0
1.40148074325E9,351,13,0,0
1.40148437025E9,351,13,0,0
1.40148801625E9,351,13,0,0
1.40149177825E9,351,13,0,0
1.40149543025E9,351,13,0,0
1.40149920325E9,351,13,0,0
1.40150284325E9,351,13,0,0
1.40150646425E9,351,13,0,0
1.40151007325E9,327,12,0,0
1.40151378525E9,327,12,0,0
1.40151739425E9,327,12,0,0
1.40152102425E9,327,12,0,0
1.40152469425E9,327,12,0,0
1.40152830825E9,291,10,0,0
1.40153201725E9,279,9,0,0
1.40153574425E9,228,8,0,0
1.40153936925E9,204,7,0,0
1.40154303225E9,252,9,0,0
1.40154688425E9,252,9,0,0
1.40155058425E9,252,9,0,0
1.40155420025E9,168,7,0,0
1.40155782225E9,144,6,0,0
1.40156143925E9,144,6,0,0
1.40156509025E9,144,6,0,0
1.40156874425E9,144,6,0,0
1.40157237425E9,144,6,0,0
1.40157599825E9,144,6,0,0
1.40157964925E9,144,6,0,0
1.40158328725E9,144,6,0,0
1.40158693025E9,144,6,0,0
1.40159054125E9,144,6,0,0
1.40159414225E9,144,6,0,0
1.40159779025E9,144,6,0,0
1.40160143925E9,132,5,0,0
1.40160507125E9,132,5,0,0
1.40160871825E9,132,5,0,0
1.40161232225E9,132,5,0,0
1.40161598325E9,132,5,0,0
1.40161965625E9,132,5,0,0
1.40162334225E9,132,5,0,0
1.40162706825E9,132,5,0,0
1.40163077525E9,132,5,0,0
1.40163439325E9,132,5,0,0
1.40163802025E9,132,5,0,0
1.40164163725E9,132,5,0,0
1.40164527225E9,132,5,0,0
1.40164892525E9,132,5,0,0
1.40165253125E9,132,5,0,0
1.40165622325E9,132,5,0,0
1.40165987925E9,132,5,0,0
1.40166350025E9,132,5,0,0
1.40166716925E9,168,8,0,0
1.40167077425E9,156,7,0,0
1.40167440425E9,132,5,0,0
1.40167801825E9,132,5,0,0
1.40168172325E9,132,5,0,0
1.40168532625E9,132,5,0,0
1.40168892725E9,132,5,0,0
1.40169261425E9,132,5,0,0
1.40169625725E9,132,5,0,0
1.40169999325E9,132,5,0,0
1.40170376725E9,132,5,0,0
1.4017073695E9,132,5,0,0
1.40171099925E9,132,5,0,0
1.40171463425E9,132,5,0,0
1.40171828825E9,132,5,0,0
1.40172194225E9,132,5,0,0
1.40172554325E9,132,5,0,0
1.40172917025E9,132,5,0,0
1.40173281625E9,132,5,0,0
1.40173657825E9,132,5,0,0
1.40174023025E9,132,5,0,0
1.40174400325E9,132,5,0,0
1.40174764325E9,132,5,0,0
1.40175126425E9,132,5,0,0
1.40175487325E9,132,5,0,0
1.40175858525E9,132,5,0,0
1.40176219425E9,132,5,0,0
1.40176582425E9,132,5,0,0
1.40176949425E9,132,5,0,0
1.40177310825E9,132,5,0,0
1.40177681725E9,132,5,0,0
1.40178051325E9,132,5,0,0
1.40178414425E9,132,5,0,0
1.40178776925E9,132,5,0,0
1.40179143225E9,132,5,0,0
1.40179528425E9,132,5,0,0
1.40179898425E9,144,6,0,0
1.40180260025E9,144,6,0,0
1.40180622225E9,144,6,0,0
1.40180983925E9,144,6,0,0
1.40181349025E9,144,6,0,0
1.40181714425E9,144,6,0,0
1.40182077425E9,144,6,0,0
1.40182437925E9,156,7,0,0
1.40182799825E9,168,8,0,0
1.40183164925E9,168,8,0,0
1.40183528725E9,168,8,0,0
1.40183893025E9,168,8,0,0
1.40184254125E9,168,8,0,0
1.40184614225E9,156,7,0,0
1.40184979025E9,156,7,0,0
1.40185343925E9,156,7,0,0
1.40185707125E9,156,7,0,0
1.40186071825E9,156,7,0,0
1.40186432225E9,156,7,0,0
1.40186798325E9,156,7,0,0
1.40187165625E9,156,7,0,0
1.40187534225E9,156,7,0,0
1.40187906825E9,156,7,0,0
1.40188277525E9,156,7,0,0
1.40188639325E9,168,8,0,0
1.40189002025E9,192,9,0,0
1.40189363725E9,192,9,0,0
1.40189727225E9,192,9,0,0
1.40190087425E9,192,9,0,0
1.40190452525E9,241,9,0,0
1.40190813125E9,325,13,0,0
1.40191179125E9,325,13,0,0
1.40191542325E9,325,13,0,0
1.40191907925E9,253,10,0,0
1.40192270025E9,241,9,0,0
1.40192636925E9,241,9,0,0
1.40192997425E9,241,9,0,0
1.40193360425E9,217,8,0,0
1.40193721825E9,217,8,0,0
1.40194092325E9,217,8,0,0
1.40194452625E9,289,11,0,0
1.40194812725E9,289,11,0,0
1.40195181425E9,289,11,0,0
1.40195545725E9,241,9,0,0
1.40195919325E9,241,9,0,0
1.40196296725E9,241,9,0,0
1.4019665695E9,217,8,0,0
1.40197019925E9,217,8,0,0
1.40197383425E9,217,8,0,0
1.40197748825E9,217,8,0,0
1.40198114225E9,373,15,0,0
1.40198474325E9,337,13,0,0
1.40198837025E9,337,13,0,0
1.40199201625E9,337,13,0,0
1.40199577825E9,361,14,0,0
1.40199939825E9,325,12,0,0
1.40200303025E9,325,12,0,0
1.40200666625E9,325,12,0,0
1.40201040325E9,301,11,0,0
1.40201404325E9,265,9,0,0
1.40201766425E9,241,8,0,0
1.40202127325E9,241,8,0,0
1.40202498525E9,217,7,0,0
1.40202859425E9,217,7,0,0
1.40203222425E9,193,6,0,0
1.40203588225E9,193,6,0,0
1.40203949425E9,193,6,0,0
1.40204310825E9,193,6,0,0
1.40204673925E9,193,6,0,0
1.40205041725E9,193,6,0,0
1.40205402525E9,193,6,0,0
1.40205771325E9,193,6,0,0
1.40206134425E9,217,8,0,0
1.40206496925E9,278,9,0,0
1.40206862725E9,302,11,0,0
1.40207223225E9,338,12,0,0
1.40207585625E9,290,10,0,0
1.40207954125E9,278,9,0,0
1.40208315525E9,434,15,0,0
1.40208687925E9,434,15,0,0
1.40209048425E9,434,15,0,0
1.40209412925E9,434,15,0,0
1.40209773425E9,422,14,0,0
1.40210138325E9,337,11,0,0
1.40210498425E9,337,11,0,0
1.40210860025E9,337,11,0,0
1.40211222225E9,337,11,0,0
1.40211583925E9,337,11,0,0
1.40211948125E9,313,10,0,0
1.40212309025E9,313,10,0,0
1.40212672425E9,313,10,0,0
1.40213034425E9,313,10,0,0
1.40213396225E9,313,10,0,0
1.40213757425E9,313,10,0,0
1.40214117925E9,313,10,0,0
1.40214479825E9,313,10,0,0
1.40214844925E9,289,9,0,0
1.40215208725E9,289,9,0,0
1.40215573025E9,349,11,0,0
1.40215934125E9,325,10,0,0
1.40216294225E9,325,10,0,0
1.40216659025E9,301,9,0,0
1.40217023925E9,301,9,0,0
1.40217386425E9,301,9,0,0
1.40217747125E9,301,9,0,0
1.40218107725E9,289,9,0,0
1.40218471825E9,289,9,0,0
1.40218832225E9,289,9,0,0
1.40219192825E9,289,9,0,0
1.40219558325E9,289,9,0,0
1.40219918425E9,265,8,0,0
1.40220285625E9,241,7,0,0
1.40220654225E9,180,6,0,0
1.40221018225E9,180,6,0,0
1.40221386825E9,180,6,0,0
1.40221751825E9,180,6,0,0
1.40222117525E9,156,5,0,0
1.40222479325E9,156,5,0,0
1.40222842025E9,156,5,0,0
1.40223203725E9,156,5,0,0
1.40223566825E9,156,5,0,0
1.40223927225E9,156,5,0,0
1.40224287425E9,156,5,0,0
1.40224652525E9,156,5,0,0
1.40225013125E9,156,5,0,0
1.40225377025E9,156,5,0,0
1.40225739125E9,156,5,0,0
1.40226102325E9,156,5,0,0
1.40226463525E9,156,5,0,0
1.40226823825E9,156,5,0,0
1.40227187625E9,168,6,0,0
1.40227547925E9,168,6,0,0
1.40227910025E9,168,6,0,0
1.40228272225E9,168,6,0,0
1.40228636925E9,168,6,0,0
1.40228997425E9,168,6,0,0
1.40229360425E9,168,6,0,0
1.40229721825E9,168,6,0,0
1.40230091525E9,168,6,0,0
1.40230452325E9,132,5,0,0
1.40230812625E9,132,5,0,0
1.40231172725E9,132,5,0,0
1.40231538425E9,240,8,0,0
1.40231901425E9,240,8,0,0
1.40232265725E9,240,8,0,0
1.40232627325E9,300,13,0,0
1.40232999325E9,300,13,0,0
1.40233367225E9,300,16,0,0
1.40233730925E9,300,16,0,0
1.40234096725E9,300,16,0,0
1.4023445695E9,336,17,0,0
1.40234819425E9,336,17,0,0
1.40235179925E9,336,17,0,0
1.40235542625E9,312,17,0,0
1.40235903425E9,312,17,0,0
1.40236263625E9,312,17,0,0
1.40236628825E9,264,16,0,0
1.40236994225E9,312,18,0,0
1.40237354325E9,312,18,0,0
1.40237717025E9,312,18,0,0
1.40238081125E9,264,17,0,0
1.40238441625E9,264,17,0,0
1.40238817825E9,264,17,0,0
1.40239179825E9,264,17,0,0
1.40239542025E9,264,17,0,0
1.40239903025E9,240,16,0,0
1.40240266625E9,240,16,0,0
1.40240631025E9,312,17,0,0
1.40240997425E9,312,17,0,0
1.40241360325E9,312,17,0,0
1.40241724125E9,312,17,0,0
1.40242084325E9,312,17,0,0
1.40242446425E9,396,21,0,0
1.40242807325E9,360,19,0,0
1.40243169225E9,336,18,0,0
1.40243530025E9,336,18,0,0
1.40243892625E9,336,18,0,0
1.40244258525E9,384,22,0,0
1.40244619425E9,384,22,0,0
1.40244979725E9,336,18,0,0
1.40245342025E9,288,17,0,0
1.40245702425E9,288,17,0,0
1.40246068225E9,288,17,0,0
1.40246429425E9,240,16,0,0
1.40246790825E9,240,16,0,0
1.40247153925E9,240,16,0,0
1.40247521725E9,240,16,0,0
1.40247882525E9,228,15,0,0
1.40248244325E9,228,15,0,0
1.40248611325E9,240,16,0,0
1.40248974425E9,281,17,0,0
1.40249336925E9,281,17,0,0
1.40249702725E9,269,16,0,0
1.40250063225E9,293,17,0,0
1.40250425625E9,269,16,0,0
1.40250793725E9,269,16,0,0
1.40251154125E9,305,19,0,0
1.40251515525E9,317,21,0,0
1.40251887625E9,257,16,0,0
1.40252247825E9,317,21,0,0
1.40252607925E9,269,17,0,0
1.40252968425E9,412,20,0,0
1.40253332925E9,412,20,0,0
1.40253693425E9,412,20,0,0
1.40254058325E9,412,20,0,0
1.40254418425E9,412,20,0,0
1.40254780025E9,412,20,0,0
1.40255142225E9,412,20,0,0
1.40255503925E9,412,20,0,0
1.40255868125E9,460,24,0,0
1.40256229025E9,460,24,0,0
1.402565914E9,436,22,0,0
1.40256952425E9,460,24,0,0
1.4025731365E9,460,24,2,0
1.40257674425E9,472,25,2,0
1.40258036225E9,472,25,2,0
1.40258397425E9,460,24,3,0
1.40258757925E9,460,24,3,0
1.40259119825E9,460,24,3,0
1.40259484925E9,460,24,3,0
1.402598464E9,412,20,3,0
1.40260208675E9,412,20,3,0
1.40260568725E9,412,20,3,0
1.40260932725E9,412,20,3,0
1.40261293025E9,412,20,3,0
1.4026165325E9,412,20,3,0
1.40262014125E9,412,20,3,0
1.40262374225E9,412,20,3,0
1.40262734275E9,412,20,3,0
1.40263096425E9,412,20,3,0
1.4026345645E9,412,20,3,0
1.40263817525E9,412,20,3,0
1.40264179025E9,412,20,3,0
1.402645405E9,412,20,3,0
1.40264902325E9,412,20,3,0
1.40265263925E9,412,20,3,0
1.40265626425E9,412,20,3,0
1.40265987125E9,412,20,3,0
1.40266347725E9,412,20,3,0
1.4026670795E9,436,21,11,0
1.40267067975E9,424,20,11,0
1.40267428125E9,412,19,11,0
1.402677883E9,436,18,10,0
1.40268151425E9,424,17,10,0
1.40268511825E9,412,16,10,0
1.40268872225E9,424,17,10,0
1.40269232425E9,412,16,10,0
1.402695925E9,412,16,10,0
1.40269952525E9,400,15,10,0
1.40270312825E9,400,15,10,0
1.40270673775E9,400,15,10,0
1.4027103545E9,400,15,10,0
1.40271398325E9,400,15,10,0
1.40271758425E9,400,15,9,0
1.40272122525E9,400,15,9,0
1.40272485625E9,400,15,9,0
1.40272854225E9,431,16,7,0
1.40273215725E9,431,16,7,0
1.4027357665E9,431,16,7,0
1.40273938225E9,443,16,6,0
1.402743001E9,440,17,4,0
1.40274663275E9,440,17,4,0
1.40275026825E9,440,17,4,0
1.40275391825E9,440,17,4,0
1.40275752875E9,440,17,4,0
1.40276113225E9,440,18,2,0
1.402764736E9,440,18,2,0
1.40276835225E9,440,18,2,0
1.40277197525E9,440,18,1,0
1.40277558625E9,440,18,1,0
1.40277918775E9,416,18,0,0
1.40278279025E9,416,18,0,0
1.40278639325E9,416,18,0,0
1.4027899985E9,416,18,0,0
1.40279360025E9,416,18,0,0
1.40279720075E9,416,18,0,0
1.402800804E9,416,18,0,0
1.402804409E9,392,17,0,0
1.4028080135E9,368,16,0,0
1.40281162025E9,332,14,0,0
1.4028152295E9,308,13,0,0
1.40281883575E9,308,13,0,0
1.40282243725E9,296,12,0,0
1.40282604925E9,272,11,0,0
1.40282966825E9,260,10,0,0
1.40283327225E9,260,10,0,0
1.40283687425E9,236,9,0,0
1.4028404785E9,236,9,0,0
1.402844096E9,236,9,0,0
1.40284772425E9,348,11,0,0
1.40285132525E9,348,11,0,0
1.40285493125E9,348,11,0,0
1.40285856325E9,348,11,0,0
1.402862165E9,348,11,0,0
1.40286576875E9,348,11,0,0
1.40286937025E9,348,11,0,0
1.4028729765E9,348,11,0,0
1.40287659025E9,348,11,0,0
1.40288019125E9,336,10,0,0
1.40288380175E9,336,10,0,0
1.40288740525E9,336,10,0,0
1.4028910175E9,360,11,0,0
1.40289462325E9,360,11,0,0
1.40289823525E9,336,10,0,0
1.40290183825E9,312,9,0,0
1.40290544E9,300,8,0,0
1.40290907625E9,300,8,0,0
1.40291267925E9,300,8,0,0
1.40291628425E9,300,8,0,0
1.40291988725E9,276,7,0,0
1.40292350025E9,276,7,0,0
1.40292711025E9,276,7,0,0
1.40293071575E9,276,7,0,0
1.402934317E9,276,7,0,0
1.40293792225E9,420,10,0,0
1.40294152475E9,420,10,0,0
1.4029451325E9,420,10,0,0
1.4029487615E9,420,10,0,0
1.40295236925E9,432,11,0,0
1.40295597425E9,432,11,0,0
1.40295957525E9,432,11,0,0
1.40296319E9,444,12,0,0
1.40296679075E9,444,12,0,0
1.40297040425E9,444,12,0,0
1.40297401325E9,468,14,0,0
1.40297761825E9,420,13,0,0
1.402981269E9,420,13,0,0
1.40298490525E9,360,11,0,0
1.40298851525E9,360,11,0,0
1.40299212325E9,360,11,0,0
1.40299572625E9,312,10,0,0
1.40299932725E9,312,10,0,0
1.40300298425E9,312,10,0,0
1.40300660975E9,312,10,0,0
1.40301021075E9,312,10,0,0
1.40301381425E9,312,10,0,0
1.40301741625E9,312,10,0,0
1.403021024E9,312,10,0,0
1.4030246285E9,312,10,0,0
1.4030282295E9,312,10,0,0
1.40303183025E9,312,10,0,0
1.40303545025E9,312,10,0,0
1.40303905725E9,312,10,0,0
1.4030426655E9,312,10,0,0
1.40304627125E9,312,10,0,0
1.40304987325E9,312,10,0,0
1.403053474E9,324,11,0,0
1.403057086E9,324,11,0,0
1.40306068725E9,324,11,0,0
1.40306428875E9,324,11,0,0
1.40306789625E9,324,11,0,0
1.40307154725E9,324,11,0,0
1.40307515525E9,312,10,0,0
1.40307875925E9,288,9,0,0
1.403082361E9,288,9,0,0
1.4030859615E9,288,9,0,0
1.40308956775E9,300,10,0,0
1.40309319225E9,372,16,0,0
1.40309679325E9,360,15,0,0
1.4031004055E9,360,15,0,0
1.403104019E9,372,18,0,0
1.40310761975E9,429,20,0,0
1.40311122025E9,388,19,0,0
1.40311482425E9,388,19,0,0
1.40311846375E9,412,21,0,0
1.40312207225E9,436,22,1,0
1.403125684E9,436,22,1,0
1.4031292905E9,436,22,1,0
1.40313289725E9,436,22,0,0
1.40313649825E9,412,21,0,0
1.40314010925E9,388,20,0,0
1.4031437375E9,388,20,0,0
1.40314734725E9,388,20,0,0
1.403150949E9,364,19,0,0
1.40315455175E9,364,19,0,0
1.40315815525E9,364,19,0,0
1.403161761E9,364,19,0,0
1.40316536575E9,364,19,0,0
1.40316896725E9,364,19,0,0
1.4031725695E9,364,19,0,0
